year,education,age_group,employed,weight,rate
2014,high school,55+,not employed,5991317.491283334,0.4454756726842536
2014,some college,16-24,employed,6315428.641291667,0.5582563817267484
2014,some college,16-24,not employed,4997346.004933337,0.4417436182732516
2014,some college,25-34,employed,5631726.546225003,0.7261010623507919
2014,some college,25-34,not employed,2124392.867775,0.27389893764920825
2014,some college,35-44,employed,4919359.621666668,0.7624100706434787
2014,some college,35-44,not employed,1533020.548908334,0.23758992935652135
2014,some college,45-54,employed,5223384.784075003,0.7582666887924805
2014,some college,45-54,not employed,1665200.539900001,0.24173331120751945
2014,some college,55+,employed,4297670.438150001,0.5871037947621983
2014,some college,55+,not employed,3022449.9161916673,0.41289620523780174
2014,associate,16-24,employed,1256664.384683333,0.7311071893456919
2014,associate,16-24,not employed,462186.6989833333,0.26889281065430815
2014,associate,25-34,employed,3552725.653233332,0.811837002333999
2014,associate,25-34,not employed,823430.6971416665,0.18816299766600106
2014,associate,35-44,employed,3488417.459858334,0.8142636763115312
2014,associate,35-44,not employed,795719.9287333334,0.1857363236884688
2014,associate,45-54,employed,3712691.1225583344,0.7936898939460153
2014,associate,45-54,not employed,965069.2355833328,0.2063101060539847
2014,associate,55+,employed,2813361.8256333326,0.6256484881366569
2014,associate,55+,not employed,1683351.3911000004,0.3743515118633432
2014,bachelor's,16-24,employed,2314613.5878166663,0.7584718436796194
2014,bachelor's,16-24,not employed,737066.7179250001,0.24152815632038063
2014,bachelor's,25-34,employed,8851178.407399999,0.8364235269156786
2014,bachelor's,25-34,not employed,1730994.5260166663,0.16357647308432147
2014,bachelor's,35-44,employed,7524333.521900001,0.8395906987629688
2014,bachelor's,35-44,not employed,1437573.1940583333,0.16040930123703118
2014,bachelor's,45-54,employed,7510523.073525,0.8414763629502269
2014,bachelor's,45-54,not employed,1414888.743383333,0.15852363704977315
2014,bachelor's,55+,employed,5618116.671024997,0.6906578535586415
2014,bachelor's,55+,not employed,2516325.936233333,0.3093421464413586
2014,advanced degree,16-24,employed,183074.23209166666,0.7333630606852606
2014,advanced degree,16-24,not employed,66562.32844166666,0.26663693931473936
2014,advanced degree,25-34,employed,3786432.126233334,0.8544096282387761
2014,advanced degree,25-34,not employed,645203.4746416666,0.145590371761224
2014,advanced degree,35-44,employed,4732614.754675002,0.8824895871289394
2014,advanced degree,35-44,not employed,630184.7884583334,0.1175104128710606
2014,advanced degree,45-54,employed,4355334.326883333,0.8825968643458353
2014,advanced degree,45-54,not employed,579347.0693750001,0.11740313565416473
2014,advanced degree,55+,employed,3871808.257074997,0.726748361367216
2014,advanced degree,55+,not employed,1455769.2964416668,0.273251638632784
2015,less than hs,16-24,employed,3091160.9411166664,0.24321284995825768
2015,less than hs,16-24,not employed,9618533.228608323,0.7567871500417424
2015,less than hs,25-34,employed,2336955.2178166676,0.5897459343347177
2015,less than hs,25-34,not employed,1625692.2236666668,0.4102540656652823
2015,less than hs,35-44,employed,2741855.7437583343,0.6319273457891109
2015,less than hs,35-44,not employed,1597022.3915666665,0.3680726542108892
2015,less than hs,45-54,employed,2617801.524866666,0.5770175293744207
2015,less than hs,45-54,not employed,1918978.3676000002,0.42298247062557925
2015,less than hs,55+,employed,1858621.5150166668,0.405881269187144
2015,less than hs,55+,not employed,2720603.1403583325,0.594118730812856
2015,high school,16-24,employed,5835228.244308333,0.5916272239446413
2015,high school,16-24,not employed,4027786.8573333328,0.40837277605535865
2015,high school,25-34,employed,7732042.044091668,0.7070572068593556
2015,high school,25-34,not employed,3203483.3548166673,0.29294279314064436
2015,high school,35-44,employed,7389079.82322501,0.7327179626735921
2015,high school,35-44,not employed,2695400.4265333316,0.2672820373264078
2015,high school,45-54,employed,9012120.914558334,0.7219472412922923
2015,high school,45-54,not employed,3470953.1926666684,0.2780527587077078
2015,high school,55+,employed,7372524.180641669,0.5484040033934517
2015,high school,55+,not employed,6071076.039308333,0.4515959966065483
2015,some college,16-24,employed,6104268.914833337,0.5617806227773255
2015,some college,16-24,not employed,4761661.0716,0.4382193772226744
2015,some college,25-34,employed,5882201.466125004,0.744204546946045
2015,some college,25-34,not employed,2021810.2605750011,0.255795453053955
2015,some college,35-44,employed,4940443.040800002,0.7769746420851935
2015,some college,35-44,not employed,1418121.0270583334,0.22302535791480652
2015,some college,45-54,employed,5140802.142916665,0.760780692160895
2015,some college,45-54,not employed,1616469.9538750004,0.23921930783910506
2015,some college,55+,employed,4455017.827416666,0.5934156678365747
2015,some college,55+,not employed,3052397.4109749966,0.4065843321634254
2015,associate,16-24,employed,1247493.9357916673,0.7349659867566298
2015,associate,16-24,not employed,449855.2725666666,0.2650340132433702
2015,associate,25-34,employed,3607725.4342833348,0.8184752910450143
2015,associate,25-34,not employed,800135.7116250001,0.18152470895498565
2015,associate,35-44,employed,3465483.6489666644,0.8315626308675546
2015,associate,35-44,not employed,701951.8758249999,0.1684373691324454
2015,associate,45-54,employed,3682307.0951250014,0.8016771614998349
2015,associate,45-54,not employed,910947.2371250001,0.19832283850016494
2015,associate,55+,employed,2884776.5419166647,0.6266407771764335
2015,associate,55+,not employed,1718780.4671166667,0.37335922282356643
2015,bachelor's,16-24,employed,2414919.6579833343,0.755419511837656
2015,bachelor's,16-24,not employed,781873.1440833332,0.24458048816234404
2015,bachelor's,25-34,employed,9161573.786816657,0.8403159387625707
2015,bachelor's,25-34,not employed,1740961.038725,0.15968406123742937
2015,bachelor's,35-44,employed,7716734.465800002,0.8475977662274871
2015,bachelor's,35-44,not employed,1387506.6887583332,0.15240223377251302
2015,bachelor's,45-54,employed,7680827.019199994,0.843892702873418
2015,bachelor's,45-54,not employed,1420836.0157416665,0.15610729712658208
2015,bachelor's,55+,employed,5762050.444866668,0.6883053945769556
2015,bachelor's,55+,not employed,2609306.9355416666,0.3116946054230444
2015,advanced degree,16-24,employed,170910.27786666664,0.6651653039374172
2015,advanced degree,16-24,not employed,86033.7883,0.33483469606258287
2015,advanced degree,25-34,employed,3989785.135891668,0.8564374818230823
2015,advanced degree,25-34,not employed,668797.9137416667,0.14356251817691779
2015,advanced degree,35-44,employed,4992755.971074997,0.8841204378395858
2015,advanced degree,35-44,not employed,654388.6456416666,0.1158795621604141
2015,advanced degree,45-54,employed,4605870.674458334,0.890907821504031
2015,advanced degree,45-54,not employed,563991.5304583332,0.10909217849596906
2015,advanced degree,55+,employed,4051816.568991667,0.7342648128045092
2015,advanced degree,55+,not employed,1466378.6356999998,0.2657351871954908
2016,less than hs,16-24,employed,3185430.974258333,0.2482567777752042
2016,less than hs,16-24,not employed,9645763.415700002,0.7517432222247958
2016,less than hs,25-34,employed,2199763.3547583325,0.5994466463878027
2016,less than hs,25-34,not employed,1469893.266083333,0.4005533536121974
2016,less than hs,35-44,employed,2669468.474516667,0.6427578569120701
2016,less than hs,35-44,not employed,1483679.4735166666,0.3572421430879299
2016,less than hs,45-54,employed,2609740.9075083337,0.5901382274180647
2016,less than hs,45-54,not employed,1812512.7040333329,0.4098617725819354
2016,less than hs,55+,employed,1868507.5972250008,0.41082314969277656
2016,less than hs,55+,not employed,2679696.6571416673,0.5891768503072234
2016,high school,16-24,employed,5868574.224974998,0.6054470282331278
2016,high school,16-24,not employed,3824386.4327083346,0.39455297176687215
2016,high school,25-34,employed,8054852.806483333,0.7140670273442962
2016,high school,25-34,not employed,3225394.702549999,0.28593297265570383
2016,high school,35-44,employed,7507382.228383332,0.7403043547864441
2016,high school,35-44,not employed,2633558.0211833334,0.25969564521355587
2016,high school,45-54,employed,8762173.270874998,0.7252934592967689
2016,high school,45-54,not employed,3318692.975141667,0.27470654070323103
2016,high school,55+,employed,7650766.377266663,0.5563821717618485
2016,high school,55+,not employed,6100152.982783332,0.44361782823815155
2016,some college,16-24,employed,6090953.268083334,0.5704953535513476
2016,some college,16-24,not employed,4585651.247916664,0.42950464644865227
2016,some college,25-34,employed,5976794.635399998,0.7561136214195102
2016,some college,25-34,not employed,1927830.3655083335,0.24388637858048975
2016,some college,35-44,employed,4828768.564658332,0.7891142982182383
2016,some college,35-44,not employed,1290457.2250166663,0.2108857017817616
2016,some college,45-54,employed,5076044.537383333,0.7627170168997651
2016,some college,45-54,not employed,1579168.8968416667,0.23728298310023488
2016,some college,55+,employed,4597674.731850001,0.5948349827789334
2016,some college,55+,not employed,3131653.34225,0.40516501722106657
2016,associate,16-24,employed,1302235.0562666666,0.7477467329166733
2016,associate,16-24,not employed,439310.57535000006,0.2522532670833268
2016,associate,25-34,employed,3725724.119750001,0.8194731156474402
2016,associate,25-34,not employed,820763.1885083335,0.18052688435255987
2016,associate,35-44,employed,3510622.291208334,0.8279384100687258
2016,associate,35-44,not employed,729575.1057416667,0.17206158993127404
2016,associate,45-54,employed,3784676.014858332,0.8056249850397627
2016,associate,45-54,not employed,913137.5896583335,0.19437501496023737
2016,associate,55+,employed,3050980.4109,0.6365898695741098
2016,associate,55+,not employed,1741713.5302416664,0.3634101304258901
2016,bachelor's,16-24,employed,2429555.81565,0.7610172790895494
2016,bachelor's,16-24,not employed,762954.8965333332,0.23898272091045056
2016,bachelor's,25-34,employed,9437097.032174997,0.8462807440044663
2016,bachelor's,25-34,not employed,1714163.4674083332,0.15371925599553374
2016,bachelor's,35-44,employed,7746773.032308329,0.8405271100839358
2016,bachelor's,35-44,not employed,1469792.3102833328,0.15947288991606423
2016,bachelor's,45-54,employed,7761161.130208335,0.8451267901502157
2016,bachelor's,45-54,not employed,1422266.9904749999,0.15487320984978425
2016,bachelor's,55+,employed,5976495.299999997,0.6946739371322769
2016,bachelor's,55+,not employed,2626814.8006666666,0.305326062867723
2016,advanced degree,16-24,employed,219512.29794166665,0.7323720621254634
2016,advanced degree,16-24,not employed,80215.54435833333,0.2676279378745367
2016,advanced degree,25-34,employed,4324853.378949999,0.8659161155908687
2016,advanced degree,25-34,not employed,669687.4328916668,0.1340838844091313
2016,advanced degree,35-44,employed,5316997.809491663,0.8941368704911623
2016,advanced degree,35-44,not employed,629516.6280250001,0.10586312950883776
2016,advanced degree,45-54,employed,4793577.497249999,0.8952199540445773
2016,advanced degree,45-54,not employed,561059.065075,0.1047800459554227
2016,advanced degree,55+,employed,3950706.084133335,0.7282271502974765
2016,advanced degree,55+,not employed,1474395.2493166665,0.2717728497025234
2017,less than hs,16-24,employed,3248729.1290583317,0.25686130957918896
2017,less than hs,16-24,not employed,9399065.645408338,0.743138690420811
2017,less than hs,25-34,employed,2113991.2760499995,0.6018508020013286
2017,less than hs,25-34,not employed,1398492.663525,0.39814919799867143
2017,less than hs,35-44,employed,2606670.5909166685,0.6488860846670256
2017,less than hs,35-44,not employed,1410476.1048,0.3511139153329743
2017,less than hs,45-54,employed,2484906.889166667,0.6025827921639069
2017,less than hs,45-54,not employed,1638853.2338916666,0.3974172078360931
2017,less than hs,55+,employed,1880513.532016666,0.4166268535393432
2017,less than hs,55+,not employed,2633150.2321916674,0.5833731464606567
2017,high school,16-24,employed,5849189.140958331,0.6146828466064921
2017,high school,16-24,not employed,3666594.768175002,0.3853171533935078
2017,high school,25-34,employed,8236604.5041166665,0.7248510195304585
2017,high school,25-34,not employed,3126564.3156666677,0.2751489804695415
2017,high school,35-44,employed,7470651.166291665,0.7468829198238275
2017,high school,35-44,not employed,2531788.2629750003,0.25311708017617257
2017,high school,45-54,employed,8709931.203925008,0.7325733007118779
2017,high school,45-54,not employed,3179570.0862000007,0.2674266992881221
2017,high school,55+,employed,7898389.382466663,0.5633513102948613
2017,high school,55+,not employed,6121972.75769167,0.4366486897051387
2017,some college,16-24,employed,6035056.49033333,0.571616695530938
2017,some college,16-24,not employed,4522816.534575003,0.428383304469062
2017,some college,25-34,employed,5997561.9032,0.7661115018388416
2017,some college,25-34,not employed,1831013.8182249998,0.23388849816115834
2017,some college,35-44,employed,4783893.721316666,0.7925114744962196
2017,some college,35-44,not employed,1252477.83325,0.20748852550378033
2017,some college,45-54,employed,4921661.012741664,0.7689767474226308
2017,some college,45-54,not employed,1478611.8553749996,0.23102325257736925
2017,some college,55+,employed,4524016.555416665,0.5981564631860418
2017,some college,55+,not employed,3039249.636374999,0.4018435368139582
2017,associate,16-24,employed,1321383.7606416666,0.7341510712202404
2017,associate,16-24,not employed,478496.1447916667,0.26584892877975963
2017,associate,25-34,employed,3815420.340125002,0.8216591025981175
2017,associate,25-34,not employed,828136.0058833332,0.17834089740188255
2017,associate,35-44,employed,3526403.053974999,0.8266946579578636
2017,associate,35-44,not employed,739262.654675,0.17330534204213632
2017,associate,45-54,employed,3715484.5409000013,0.8095222969843817
2017,associate,45-54,not employed,874240.2322666668,0.19047770301561837
2017,associate,55+,employed,3117232.202324999,0.6320263658974865
2017,associate,55+,not employed,1814891.4724499995,0.3679736341025135
2017,bachelor's,16-24,employed,2575218.1896333336,0.7735317123286194
2017,bachelor's,16-24,not employed,753951.3176916664,0.22646828767138055
2017,bachelor's,25-34,employed,9868962.012075009,0.8513187782191736
2017,bachelor's,25-34,not employed,1723595.6344500005,0.14868122178082646
2017,bachelor's,35-44,employed,8115962.169116658,0.8478880898305715
2017,bachelor's,35-44,not employed,1456011.1448833335,0.1521119101694285
2017,bachelor's,45-54,employed,7788564.819233335,0.8416753202829909
2017,bachelor's,45-54,not employed,1465080.4184749995,0.1583246797170092
2017,bachelor's,55+,employed,6205862.594491664,0.6963890248972605
2017,bachelor's,55+,not employed,2705625.629216665,0.3036109751027394
2017,advanced degree,16-24,employed,218724.59320833333,0.7309166793160318
2017,advanced degree,16-24,not employed,80522.3653,0.2690833206839683
2017,advanced degree,25-34,employed,4382511.672216668,0.8733515543767241
2017,advanced degree,25-34,not employed,635526.7686083334,0.1266484456232759
2017,advanced degree,35-44,employed,5403645.092866668,0.8919744960583976
2017,advanced degree,35-44,not employed,654426.2048500001,0.10802550394160237
2017,advanced degree,45-54,employed,4967032.459191668,0.8938779563475829
2017,advanced degree,45-54,not employed,589690.8316333333,0.10612204365241706
2017,advanced degree,55+,employed,3991650.3572916635,0.7469460027601791
2017,advanced degree,55+,not employed,1352310.7088916667,0.25305399723982086
2018,less than hs,16-24,employed,3333782.9329714295,0.25984097656725025
2018,less than hs,16-24,not employed,9496306.366314292,0.7401590234327498
2018,less than hs,25-34,employed,2060774.768328572,0.6126169629649456
2018,less than hs,25-34,not employed,1303113.0978428565,0.3873830370350544
2018,less than hs,35-44,employed,2590852.847714284,0.6593877578690825
2018,less than hs,35-44,not employed,1338326.632485714,0.3406122421309174
2018,less than hs,45-54,employed,2510844.1742428574,0.6132278917725857
2018,less than hs,45-54,not employed,1583627.4046428576,0.3867721082274143
2018,less than hs,55+,employed,1994697.085528571,0.4375833822892921
2018,less than hs,55+,not employed,2563741.7543857163,0.5624166177107078
2018,high school,16-24,employed,5786980.083671427,0.6255923847508141
2018,high school,16-24,not employed,3463420.3763285717,0.37440761524918587
2018,high school,25-34,employed,8486842.300142856,0.7361746837190137
2018,high school,25-34,not employed,3041457.2839571456,0.26382531628098627
2018,high school,35-44,employed,7411207.282528571,0.7503793937457301
2018,high school,35-44,not employed,2465406.2603,0.24962060625426988
2018,high school,45-54,employed,8460808.209714293,0.7348457336936209
2018,high school,45-54,not employed,3052912.0471714274,0.26515426630637906
2018,high school,55+,employed,8100562.081500008,0.5670792862746878
2018,high school,55+,not employed,6184146.031742859,0.43292071372531216
2018,some college,16-24,employed,6094110.817357143,0.5771764721603071
2018,some college,16-24,not employed,4464377.117100001,0.4228235278396928
2018,some college,25-34,employed,5968460.407257147,0.7692116631008044
2018,some college,25-34,not employed,1790730.8447285718,0.23078833689919565
2018,some college,35-44,employed,4721680.536585712,0.7875261600492632
2018,some college,35-44,not employed,1273905.103757143,0.2124738399507367
2018,some college,45-54,employed,4890302.34608571,0.7767166934957581
2018,some college,45-54,not employed,1405818.7325999995,0.22328330650424189
2018,some college,55+,employed,4359262.966285715,0.5873149447149354
2018,some college,55+,not employed,3063097.056242857,0.4126850552850646
2018,associate,16-24,employed,1362529.3499714285,0.7471196844837322
2018,associate,16-24,not employed,461180.2621142858,0.25288031551626783
2018,associate,25-34,employed,3901883.5236428543,0.8396301896826417
2018,associate,25-34,not employed,745261.8167571427,0.16036981031735822
2018,associate,35-44,employed,3740084.4508285723,0.8410999101351491
2018,associate,35-44,not employed,706574.5081857145,0.15890008986485088
2018,associate,45-54,employed,3735179.4930285728,0.8140382353390291
2018,associate,45-54,not employed,853277.5730857142,0.18596176466097095
2018,associate,55+,employed,3164349.244014284,0.6371903287373798
2018,associate,55+,not employed,1801748.1703714288,0.36280967126262026
2018,bachelor's,16-24,employed,2530006.700528571,0.771020258809146
2018,bachelor's,16-24,not employed,751368.4275857146,0.22897974119085404
2018,bachelor's,25-34,employed,10276598.676657157,0.8542550774750592
2018,bachelor's,25-34,not employed,1753296.0791714285,0.14574492252494078
2018,bachelor's,35-44,employed,8526217.873171434,0.8535546241552711
2018,bachelor's,35-44,not employed,1462853.2792571427,0.14644537584472894
2018,bachelor's,45-54,employed,7872724.1566571435,0.8467813368683773
2018,bachelor's,45-54,not employed,1424509.75,0.15321866313162255
2018,bachelor's,55+,employed,6346864.9449000005,0.7002065459261261
2018,bachelor's,55+,not employed,2717410.420457143,0.2997934540738738
2018,advanced degree,16-24,employed,216312.6735857143,0.7471837207475883
2018,advanced degree,16-24,not employed,73191.32332857142,0.25281627925241185
2018,advanced degree,25-34,employed,4489803.198928569,0.8721043551538895
2018,advanced degree,25-34,not employed,658437.5734,0.12789564484611043
2018,advanced degree,35-44,employed,5549149.625614288,0.8932799820289352
2018,advanced degree,35-44,not employed,662956.0268714286,0.10672001797106474
2018,advanced degree,45-54,employed,4990812.40658572,0.8881414971988613
2018,advanced degree,45-54,not employed,628576.4208999997,0.11185850280113883
2018,advanced degree,55+,employed,4083847.8410142846,0.7438255016892272
2018,advanced degree,55+,not employed,1406482.662228571,0.2561744983107727
